Stop_Name,Morning_Formal_BA,Morning_Informal_BA,Daily_Formal_BA,Daily_Informal_BA,Morning_All_BA,Daily_All_BA,geometry,Formal_Share_Morning,Formal_Share_Daily,Formal_Percentage_Morning,Formal_Percentage_Daily,Dominant_Morning,Dominant_Daily,Dominance_Shifted
Al Tawheed Wal Nour (Warraq),500.0,860.0,976.0,1676.0,1360.0,2652.0,POINT (328799.311186402 3330785.208191475),0.36764705882352944,0.3680241327300151,0.36764705882352944,0.3680241327300151,Informal,Informal,False
Al Tayaran St. & Mostafa Al Nahas,4098.0,1498.0,6918.0,4186.0,5596.0,11104.0,POINT (338734.437109606 3325814.2214131514),0.7323087919942817,0.6230187319884726,0.7323087919942817,0.6230187319884726,Formal,Formal,False
Al Teraa Al Bolaqiya St.,0.0,972.0,0.0,1676.0,972.0,1676.0,POINT (332229.1526691888 3332919.35574833),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Thawra Hospital (Helipolis),903.0,0.0,1739.0,0.0,903.0,1739.0,POINT (338658.04897592677 3330025.2089500213),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Tibeen,429.0,2045.0,993.0,4093.0,2474.0,5086.0,POINT (335276.7637847051 3296532.6717141895),0.17340339531123686,0.19524184034604797,0.17340339531123686,0.19524184034604797,Informal,Informal,False
Al Torgoman,0.0,628.0,0.0,964.0,628.0,964.0,POINT (330085.28468905133 3326810.031734886),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Wafaa Wal Amal City,652.0,0.0,956.0,0.0,652.0,956.0,POINT (341432.1829009168 3324276.1788790138),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Wagih Center (6th of October),230.0,0.0,586.0,0.0,230.0,586.0,POINT (297497.7317805584 3316486.3374053338),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Waha Compound (Shorouq City),65.0,0.0,161.0,0.0,65.0,161.0,POINT (371094.2288195648 3335428.225282474),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Wahab Mosque St. (Marg),0.0,728.0,0.0,1360.0,728.0,1360.0,POINT (341518.7178712231 3341929.9456044184),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Ward St & Mansoureyya Rd.,0.0,105.0,0.0,345.0,105.0,345.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Al Warraq Central Hospital,1703.0,0.0,2527.0,0.0,1703.0,2527.0,POINT (327867.679190999 3330452.722647517),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Warraq Exit (Ring Rd.),42.0,38.0,54.0,150.0,80.0,204.0,POINT (326745.33215485077 3334061.290115927),0.525,0.2647058823529412,0.525,0.2647058823529412,Formal,Informal,True
Al Warraq Ferry,144.0,2867.0,312.0,6835.0,3011.0,7147.0,POINT (328536.5171879399 3331747.1536574196),0.04782464297575556,0.04365468028543445,0.04782464297575556,0.04365468028543445,Informal,Informal,False
Al Warraq Station,1693.0,13239.0,3165.0,26439.0,14932.0,29604.0,POINT (327841.09430564556 3331997.0355626824),0.1133806589874096,0.10691122821240373,0.1133806589874096,0.10691122821240373,Informal,Informal,False
Al Warraq Water Station,40.0,0.0,40.0,0.0,40.0,40.0,POINT (327510.79271011346 3332844.699019135),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Wehda (Imbaba),265.0,8373.0,493.0,14733.0,8638.0,15226.0,POINT (328131.1970705838 3329763.359946245),0.030678397777263257,0.032378825692893735,0.030678397777263257,0.032378825692893735,Informal,Informal,False
Al Wehda Square,80.0,0.0,100.0,0.0,80.0,100.0,POINT (347438.26096832036 3318026.5173122324),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Wekala (Nile Courniche),333.0,2713.0,1169.0,4609.0,3046.0,5778.0,POINT (329189.4702856793 3326668.1745196725),0.10932370321733421,0.202319141571478,0.10932370321733421,0.202319141571478,Informal,Informal,False
Al Yasmin Compound North,0.0,0.0,0.0,88.0,0.0,88.0,POINT (300694.472998459 3314054.303724547),,0.0,,0.0,Informal,Informal,False
Al Yasmine Compound (6th of October),0.0,129.0,0.0,169.0,129.0,169.0,POINT (299962.44172570703 3313683.667893047),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Yasmine Compound Gate 3 (Sheikh Zayed),20.0,0.0,56.0,0.0,20.0,56.0,POINT (306312.72862907936 3326292.2121453895),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Zaeem (Rashah),19.0,0.0,131.0,0.0,19.0,131.0,POINT (344288.4181054738 3335766.407723055),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Zahraa & Al Bewehy St. (Alf Maskan),0.0,13109.0,0.0,17681.0,13109.0,17681.0,POINT (339777.6559963671 3334554.349121597),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Zawya Al Hamra,8327.0,4438.0,13199.0,6690.0,12765.0,19889.0,POINT (332965.77294425864 3330639.7040244327),0.6523305914610262,0.663633164060536,0.6523305914610262,0.663633164060536,Formal,Formal,False
Al Zohour Nursery (Sheikh Zayed),5.0,0.0,29.0,0.0,5.0,29.0,POINT (304655.1442726511 3325753.6462235744),1.0,1.0,1.0,1.0,Formal,Formal,False
Alex Bank (Al Hegaz),665.0,0.0,1085.0,0.0,665.0,1085.0,POINT (338070.9346181623 3330681.87414063),1.0,1.0,1.0,1.0,Formal,Formal,False
Alex Bank (Gameat Al Dowal St.),199.0,324.0,711.0,692.0,523.0,1403.0,POINT (326425.76741560607 3325815.3316853703),0.38049713193116635,0.5067712045616536,0.38049713193116635,0.5067712045616536,Informal,Formal,True
Alexandria Desert Rd. Steps (26th of July Corrdior),261.0,719.0,693.0,1199.0,980.0,1892.0,POINT (312164.2824043161 3325546.7756143687),0.26632653061224487,0.36627906976744184,0.26632653061224487,0.36627906976744184,Informal,Informal,False
Alf Maskan,2716.0,33740.0,4040.0,49704.0,36456.0,53744.0,POINT (340062.4800306439 3333122.2527907197),0.07450076804915515,0.07517118189937481,0.07450076804915515,0.07517118189937481,Informal,Informal,False
Alf Masnaa,299.0,0.0,1019.0,0.0,299.0,1019.0,POINT (353351.0558517405 3317036.7378913905),1.0,1.0,1.0,1.0,Formal,Formal,False
Alfa Lab (Al Manial),408.0,0.0,792.0,0.0,408.0,792.0,POINT (328917.0006356229 3322690.7567272014),1.0,1.0,1.0,1.0,Formal,Formal,False
Alfa Market (Nile Corniche),0.0,719.0,0.0,1135.0,719.0,1135.0,POINT (330783.7613241529 3315898.8193282676),0.0,0.0,0.0,0.0,Informal,Informal,False
Ali Abdel Halim St. & Tahrir St.,326.0,0.0,574.0,0.0,326.0,574.0,POINT (327980.8148550853 3324479.8226510203),1.0,1.0,1.0,1.0,Formal,Formal,False
Ali Al Sheikh Tower (Abboud),481.0,1919.0,713.0,2879.0,2400.0,3592.0,POINT (331959.6315996079 3331279.6807016367),0.20041666666666666,0.1984966592427617,0.20041666666666666,0.1984966592427617,Informal,Informal,False
Ali Basha St. & Al Qalaa St.,1245.0,240.0,1870.7530423149667,324.0,1485.0,1984.0934787151039,POINT (331748.59106425795 3324074.554582047),0.8383838383838383,0.9428754554077078,0.8383838383838383,0.9428754554077078,Formal,Formal,False
Almaza Bridge Entrance,122.0,359.0,122.0,399.0,481.0,521.0,POINT (342029.5716341337 3328793.3350627),0.25363825363825365,0.23416506717850288,0.25363825363825365,0.23416506717850288,Informal,Informal,False
Almaza Bridge Exit,322.0,875.0,630.0,1051.0,1197.0,1681.0,POINT (341981.2345806408 3328828.3391711963),0.26900584795321636,0.37477691850089234,0.26900584795321636,0.37477691850089234,Informal,Informal,False
American University in Cairo (AUC) Gate 1 (New Cairo),402.0,0.0,466.0,0.0,402.0,466.0,POINT (355242.80499109346 3322524.765951615),1.0,1.0,1.0,1.0,Formal,Formal,False
Americana Plaza Mall,1995.0,0.0,2771.0,0.0,1995.0,2771.0,POINT (354908.24651363504 3322559.145592778),1.0,1.0,1.0,1.0,Formal,Formal,False
Amin Hamada St & Petroleum St.,189.0,0.0,349.0,0.0,189.0,349.0,POINT (339149.010286031 3336388.304562968),1.0,1.0,1.0,1.0,Formal,Formal,False
Amir Al Shoaraa School (Al Giza),491.0,0.0,827.0,36.0,491.0,863.0,POINT (327242.40989810566 3320152.4542013058),1.0,0.9582850521436849,1.0,0.9582850521436849,Formal,Formal,False
Amir Mall (Khaloussi),714.0,0.0,1302.0,0.0,714.0,1302.0,POINT (331140.23854775575 3328853.5351584936),1.0,1.0,1.0,1.0,Formal,Formal,False
Amiriyyah,2427.0,0.0,3555.0,0.0,2427.0,3555.0,POINT (335247.867109363 3331931.5036487356),1.0,1.0,1.0,1.0,Formal,Formal,False
Ammar Bin Yasser School (Al Moqattam),499.0,0.0,855.0,0.0,499.0,855.0,POINT (338932.9353561612 3320252.4755440033),1.0,1.0,1.0,1.0,Formal,Formal,False
Amoun Fountain (Obour),0.0,86.0,96.0,86.0,86.0,182.0,POINT (352565.6368287135 3340422.913781422),0.0,0.5274725274725275,0.0,0.5274725274725275,Informal,Formal,True
Amr Ibn Al Aas School (Sheikh Zayed),15.0,0.0,87.0,0.0,15.0,87.0,POINT (305427.5565883465 3325980.1411901354),1.0,1.0,1.0,1.0,Formal,Formal,False
Anas Al Wogood Borg (Badrasheen),0.0,2526.0,0.0,3318.0,2526.0,3318.0,POINT (332948.35598534957 3303275.0338435327),0.0,0.0,0.0,0.0,Informal,Informal,False
Antidote and Vacince (Mohandeseen),0.0,1923.0,52.0,2187.0,1923.0,2239.0,POINT (327391.46937523683 3325769.432342713),0.0,0.023224653863331845,0.0,0.023224653863331845,Informal,Informal,False
Arab African Bank (Haram St.),156.0,0.0,228.0,56.0,156.0,284.0,POINT (323658.7317640196 3319991.3498239876),1.0,0.8028169014084507,1.0,0.8028169014084507,Formal,Formal,False
Arab Contractors Sporting Club - Nasr Road,445.0,1717.0,557.0,2277.0,2162.0,2834.0,,0.20582793709528216,0.19654199011997178,0.20582793709528216,0.19654199011997178,Informal,Informal,False
Arab Contractors Sporting Club (Nasr Rd.),404.0,180.0,564.0,308.0,584.0,872.0,POINT (335599.0876444238 3326184.1978254053),0.6917808219178082,0.6467889908256881,0.6917808219178082,0.6467889908256881,Formal,Formal,False
Arab Engineering & Construction Company (Shubra Al Kheima),2242.0,4234.0,3282.0,6858.0,6476.0,10140.0,POINT (334167.7316389661 3334812.6999882986),0.346201358863496,0.32366863905325444,0.346201358863496,0.32366863905325444,Informal,Informal,False
Arab Investment Bank (Faisal St.),123.0,0.0,403.0,0.0,123.0,403.0,POINT (320580.23652259406 3319350.0135091734),1.0,1.0,1.0,1.0,Formal,Formal,False
Arab Maadi,559.0,8144.0,1948.6468252094467,13316.0,8703.0,13270.584821182016,POINT (332989.07726083224 3316647.7795787374),0.06423072503734345,0.14683955918047326,0.06423072503734345,0.14683955918047326,Informal,Informal,False
Arab Specialized Hospital (Gesr Al Suez),1796.0,8916.0,3788.0,12304.0,10712.0,16092.0,POINT (341193.90692258405 3333944.759259642),0.16766243465272593,0.23539647029579916,0.16766243465272593,0.23539647029579916,Informal,Informal,False
Arab Tuweila,264.0,5586.0,724.0,7918.0,5850.0,8642.0,POINT (337765.7013665772 3335435.155116571),0.04512820512820513,0.08377690349456145,0.04512820512820513,0.08377690349456145,Informal,Informal,False
Arabella Square,615.0,0.0,1127.0,224.0,615.0,1351.0,POINT (348570.57294597395 3318241.8253960246),1.0,0.8341968911917098,1.0,0.8341968911917098,Formal,Formal,False
Aramex (10th of Ramadan),0.0,2832.0,0.0,3072.0,2832.0,3072.0,POINT (379394.9886639136 3351496.11928314),0.0,0.0,0.0,0.0,Informal,Informal,False
Arayes (Maadi),0.0,824.0,0.0,1128.0,824.0,1128.0,POINT (334632.8751440083 3317682.440662078),0.0,0.0,0.0,0.0,Informal,Informal,False
Ard El Lewaa,0.0,2622.0,0.0,5610.0,2622.0,5610.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Ard Khedr Pedestrian Bridge (Shubra Al Kheima),1213.0,10744.0,1897.0,17868.0,11957.0,19765.0,POINT (330280.4150475651 3334445.3952963063),0.10144685121686042,0.09597773842651151,0.10144685121686042,0.09597773842651151,Informal,Informal,False
Arkadia Mall,76.0,59.0,136.0,107.0,135.0,243.0,POINT (329087.5678400173 3327854.6055560545),0.562962962962963,0.5596707818930041,0.562962962962963,0.5596707818930041,Formal,Formal,False
Armed Forces Medical Complex (Kobry Al Qobba),1120.0,797.0,1708.0,1269.0,1917.0,2977.0,POINT (335966.53774992906 3329541.9527824516),0.584246218049035,0.5737319449109842,0.584246218049035,0.5737319449109842,Formal,Formal,False
Arts Academy (Al Omraneyya ),1312.0,0.0,3080.0,0.0,1312.0,3080.0,POINT (326393.35655639006 3319966.0988005623),1.0,1.0,1.0,1.0,Formal,Formal,False
Asfour Mosque ( Ibrahim Bek ),343.0,0.0,679.0,0.0,343.0,679.0,POINT (332374.1754732556 3333911.9263421404),1.0,1.0,1.0,1.0,Formal,Formal,False
Ashrafco Tyres (Nasr City),329.0,0.0,561.0,0.0,329.0,561.0,POINT (337980.13060692267 3325565.232542293),1.0,1.0,1.0,1.0,Formal,Formal,False
Asmarat,396.0,0.0,728.0,0.0,396.0,728.0,POINT (340282.65186577826 3318964.229350108),1.0,1.0,1.0,1.0,Formal,Formal,False
Aswan Pedestrian Bridge (Shubra Al Kheima),2325.0,309.0,4101.0,757.0,2634.0,4858.0,POINT (333900.114383049 3332328.2535621426),0.8826879271070615,0.8441745574310415,0.8826879271070615,0.8441745574310415,Formal,Formal,False
Ataba,4949.0,3382.0,8017.0,6922.0,8331.0,14939.0,POINT (331017.1421074376 3325982.897998107),0.5940463329732325,0.5366490394270031,0.5940463329732325,0.5366490394270031,Formal,Formal,False
Atfal Misr Hospital ( Abou Al Reesh ),78.0,0.0,142.0,104.0,78.0,246.0,,1.0,0.5772357723577236,1.0,0.5772357723577236,Formal,Formal,False
AUC Bus Station,408.0,0.0,1936.0,0.0,408.0,1936.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Audi Bank ( Salah Salem St. ),275.0,216.0,747.0,456.0,491.0,1203.0,,0.560081466395112,0.6209476309226932,0.560081466395112,0.6209476309226932,Formal,Formal,False
Audi Bank (Salah Salem),628.0,0.0,904.0,256.0,628.0,1160.0,,1.0,0.7793103448275862,1.0,0.7793103448275862,Formal,Formal,False
Autostrad & Al Moneeb Axis,1012.0,1872.0,1980.0,4056.0,2884.0,6036.0,POINT (334174.83559534955 3319431.14606196),0.3509015256588072,0.32803180914512925,0.3509015256588072,0.32803180914512925,Informal,Informal,False
Autostrad Entrance from Al Abageyya,509.0,114.0,729.0,254.0,623.0,983.0,POINT (332547.06781608507 3322430.215596034),0.8170144462279294,0.7416073245167853,0.8170144462279294,0.7416073245167853,Formal,Formal,False
Autostrad Entrance from Al Maasra,0.0,427.0,0.0,1011.0,427.0,1011.0,POINT (336628.2119185788 3309455.412947168),0.0,0.0,0.0,0.0,Informal,Informal,False
Autostrad Pedestrian Al Shaq,0.0,1141.0,0.0,1249.0,1141.0,1249.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Autostrad Tunnel,27.0,268.0,27.0,304.0,295.0,331.0,POINT (335021.2844142853 3317672.3138744608),0.09152542372881356,0.08157099697885196,0.09152542372881356,0.08157099697885196,Informal,Informal,False
Awlad Ragab Plumbing (6th of October),0.0,129.0,0.0,401.0,129.0,401.0,POINT (300161.71857520484 3314021.0747227976),0.0,0.0,0.0,0.0,Informal,Informal,False
Awlad Sokkar St. & Bigam Rd.,486.0,2718.0,606.0,3994.0,3204.0,4600.0,POINT (331100.6019981228 3334824.2815609886),0.15168539325842698,0.1317391304347826,0.15168539325842698,0.1317391304347826,Informal,Informal,False
Awwal Abbas Al Akkad,2785.0,12090.0,6949.0,19026.691563016626,14875.0,26489.33620304491,POINT (339653.32782268955 3327513.545801343),0.18722689075630253,0.26233197943258474,0.18722689075630253,0.26233197943258474,Informal,Informal,False
Awwal Makram Ebeid,6125.0,7466.4127845109515,12913.0,8336.417418843235,13092.482550775538,17982.579686078072,POINT (340357.1724450411 3327644.2695743022),0.46782571420247443,0.7180838470020579,0.46782571420247443,0.7180838470020579,Informal,Formal,True
Awwel Al Eshreen (Zenin),1285.0,5676.0,1825.0,8892.0,6961.0,10717.0,POINT (324834.47588136187 3323536.038183764),0.1845999138054877,0.1702901931510684,0.1845999138054877,0.1702901931510684,Informal,Informal,False
Awwel Al Zawya,236.0,0.0,456.0,0.0,236.0,456.0,POINT (333843.67856443557 3330301.7630459066),1.0,1.0,1.0,1.0,Formal,Formal,False
Awwel Al Zawya Bus Station,172.0,1876.0,244.0,3164.0,2048.0,3408.0,POINT (333877.38491696597 3330357.0490961596),0.083984375,0.0715962441314554,0.083984375,0.0715962441314554,Informal,Informal,False
Awwel El Zawya Station,569.0,0.0,1501.0,0.0,569.0,1501.0,POINT (333876.7825823885 3330385.359645184),1.0,1.0,1.0,1.0,Formal,Formal,False
Azhar University City for Boys,1766.0,0.0,2930.0,0.0,1766.0,2930.0,POINT (337644.3555010484 3325547.171576882),1.0,1.0,1.0,1.0,Formal,Formal,False
Azhari Institute,0.0,0.0,0.0,152.0,0.0,152.0,POINT (308054.230687259 3324595.198341563),,0.0,,0.0,Informal,Informal,False
Azhari Institute (Ahmed Helmy St.),1472.0,2833.0,1616.0,3741.0,4305.0,5357.0,POINT (331624.150114884 3327809.60140171),0.3419279907084785,0.301661377636737,0.3419279907084785,0.301661377636737,Informal,Informal,False
B Tech (Ahmed Oraby St),1608.0,1085.0,2536.0,1669.0,2693.0,4205.0,,0.597103601930932,0.6030915576694411,0.597103601930932,0.6030915576694411,Formal,Formal,False
Bab Al Fotouh ( Al Gamalia ),169.0,0.0,249.0,380.0,169.0,629.0,POINT (332560.01020557137 3326263.7341248216),1.0,0.3958664546899841,1.0,0.3958664546899841,Formal,Informal,True
Bab Al Karim Mosque - Nahya,0.0,935.0,0.0,1735.0,935.0,1735.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Bab Al Karim Mosque (Nahya),0.0,5338.0,0.0,12058.0,5338.0,12058.0,POINT (324719.7014466108 3325132.474697967),0.0,0.0,0.0,0.0,Informal,Informal,False
Bab Al Khalq ( Qalaa St. ),471.0,168.0,699.0,168.0,639.0,867.0,POINT (331636.53042020695 3324457.395446917),0.7370892018779343,0.8062283737024222,0.7370892018779343,0.8062283737024222,Formal,Formal,False
Bab Al Nasr ( Al Gamalia ),229.0,0.0,301.0,152.0,229.0,453.0,POINT (332779.3924108981 3326076.133951202),1.0,0.6644591611479028,1.0,0.6644591611479028,Formal,Formal,False
Bab Al Shaaria Square,7573.0,0.0,11253.08984917535,0.0,7573.0,12084.265758306965,POINT (332020.1673975879 3326154.2025464894),1.0,0.9312183358297754,1.0,0.9312183358297754,Formal,Formal,False
Bab Al Shaereyya Girls Elementary School,1556.0,0.0,2798.5645810946744,0.0,1556.0,3138.8464697090085,POINT (332402.8007133078 3326922.1732410984),1.0,0.8915901456480347,1.0,0.8915901456480347,Formal,Formal,False
Bab Al Shaereyya Hospital,900.0,0.0,2291.118056716805,0.0,900.0,2497.5139168509113,POINT (332317.42005922366 3326772.421199852),1.0,0.9173594754601613,1.0,0.9173594754601613,Formal,Formal,False
Bab Al Sheareyya Metro,77.0,0.0,529.0,0.0,77.0,529.0,POINT (331807.3159861725 3325956.8220984596),1.0,1.0,1.0,1.0,Formal,Formal,False
Badr,425.0,455.0,1109.0,983.0,880.0,2092.0,POINT (378171.55419001146 3334458.337125474),0.48295454545454547,0.530114722753346,0.48295454545454547,0.530114722753346,Informal,Formal,True
Badr Land,353.0,293.0,905.0,917.0,646.0,1822.0,POINT (342716.25160103256 3334187.9528303565),0.5464396284829721,0.49670691547749724,0.5464396284829721,0.49670691547749724,Formal,Informal,True
Badr Pharmacy (Helwan Corniche),39.0,675.0,111.0,943.0,714.0,1054.0,POINT (335794.4252477318 3299658.949589966),0.0546218487394958,0.10531309297912714,0.0546218487394958,0.10531309297912714,Informal,Informal,False
Badr Station (Sheikh Zayed),182.0,0.0,998.0,0.0,182.0,998.0,POINT (303303.1896980089 3326638.860312899),1.0,1.0,1.0,1.0,Formal,Formal,False
Badrasheen Bus Station,0.0,1050.0,0.0,2310.0,1050.0,2310.0,POINT (333462.62010620383 3303123.94710728),0.0,0.0,0.0,0.0,Informal,Informal,False
Bahteem,393.0,352.0,889.0,2032.0,745.0,2921.0,POINT (334450.14463457774 3337493.113133756),0.5275167785234899,0.30434782608695654,0.5275167785234899,0.30434782608695654,Formal,Informal,True
Bahteem Specialized Hospital For Surgery,4213.0,0.0,6933.0,0.0,4213.0,6933.0,POINT (334122.19841683225 3336076.35334688),1.0,1.0,1.0,1.0,Formal,Formal,False
Bahteem Square,1137.0,0.0,1601.0,0.0,1137.0,1601.0,POINT (334107.6090993736 3335698.5483345515),1.0,1.0,1.0,1.0,Formal,Formal,False
Bank Al Etihad (South Teseen St.),0.0,0.0,12.0,0.0,0.0,12.0,POINT (347691.9501244256 3321651.6820242703),,1.0,,1.0,Informal,Formal,True
Banque Misr (Abbas Al Akkad),556.0,0.0,1268.0,0.0,556.0,1268.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Banque Misr (Aghakhan),1213.0,5484.0,1825.0,10452.0,6697.0,12277.0,POINT (330749.8698303979 3331503.87835013),0.18112587725847396,0.14865195080231328,0.18112587725847396,0.14865195080231328,Informal,Informal,False
Barageel St.,0.0,518.0,0.0,774.0,518.0,774.0,POINT (323044.2150147629 3328522.974473072),0.0,0.0,0.0,0.0,Informal,Informal,False
Barageel St. (Ring Rd.),0.0,52.0,0.0,360.0,52.0,360.0,POINT (324198.3629572534 3328158.615126439),0.0,0.0,0.0,0.0,Informal,Informal,False
Baron Mall Pedestrian Bridge (Ring Rd.),0.0,0.0,8.0,0.0,0.0,8.0,POINT (339721.66479520197 3317962.0322743035),,1.0,,1.0,Informal,Formal,True
Basateen,2080.0,1809.0,2490.874779515971,1809.0,3889.0,4963.460707320064,POINT (333246.91840339906 3318772.1060982067),0.5348418616610954,0.5018423487955597,0.5348418616610954,0.5018423487955597,Formal,Formal,False
Basateen Police Station,640.0,2282.0,1104.0,4242.0,2922.0,5346.0,POINT (332816.1426048684 3319119.9790182337),0.2190280629705681,0.20650953984287318,0.2190280629705681,0.20650953984287318,Informal,Informal,False
Basateen Steps (Ring Rd.),0.0,339.0,48.0,691.0,339.0,739.0,POINT (332824.56607820117 3318987.5171867115),0.0,0.06495263870094722,0.0,0.06495263870094722,Informal,Informal,False
Basha Square (Manial),1245.0,0.0,1837.0,0.0,1245.0,1837.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Bashayer,0.0,127.0,0.0,127.0,127.0,127.0,POINT (298613.8046433119 3316994.303539395),0.0,0.0,0.0,0.0,Informal,Informal,False
Bashayer Entrance (6th of October),0.0,178.0,0.0,498.0,178.0,498.0,POINT (299119.138119671 3317425.6332816198),0.0,0.0,0.0,0.0,Informal,Informal,False
Bashteel (Ring Rd.),0.0,128.0,84.0,572.0,128.0,656.0,,0.0,0.12804878048780488,0.0,0.12804878048780488,Informal,Informal,False
Bashtil,4781.0,2517.0,8121.0,4317.0,7298.0,12438.0,POINT (325553.19324399706 3329407.5707391733),0.6551109893121403,0.6529184756391703,0.6551109893121403,0.6529184756391703,Formal,Formal,False
Bashtil El Balad,0.0,1479.0,0.0,2859.0,1479.0,2859.0,POINT (324959.92184375133 3329861.9011567826),0.0,0.0,0.0,0.0,Informal,Informal,False
